ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-27_16-25-48
Critic FileNotFound when load_model: output/2022-04-27_16-25-48
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  5.96e+07    81.63 |   30.90    91.72 |  123   14 |    0.20    -0.01    -0.13    19.69
 O  5.96e+07    81.63 |   15.70    66.84 |  125   11 |    0.20    -0.05    -0.15    19.64
 O  5.96e+07    81.63 |   16.05    67.45 |  123   15 |    0.11    -0.04    -0.14     9.91
 O  5.96e+07    81.63 |    0.10     1.61 |  127    0 |    0.13     0.03    -0.17     0.88
 O  5.96e+07    81.63 |   15.40    66.91 |  124   11 |    0.18    -0.12    -0.08    19.24
 O  5.96e+07    81.63 |   15.75    66.85 |  123   12 |    0.09     0.09    -0.14     0.47
 O  5.97e+07    81.63 |   15.90    67.50 |  119   25 |    0.14    -0.05    -0.14     0.28
 O  5.97e+07    81.63 |    0.80     2.01 |  127    0 |    0.24     0.00    -0.07    28.33
 O  5.97e+07    81.63 |    0.25     2.45 |  124   11 |    0.20    -0.00    -0.11    19.42
 O  5.97e+07    81.63 |   15.80    66.82 |  127    1 |    0.26    -0.12    -0.20    29.19
 O  5.97e+07    81.63 |    0.90     1.45 |  127    0 |    0.13    -0.02    -0.12     0.41
 O  5.97e+07    81.63 |   15.90    66.56 |  125    7 |    0.19    -0.04    -0.14    28.85
 O  5.97e+07    81.63 |    0.55     2.01 |  127    0 |    0.17     0.08    -0.19     1.41
 O  5.98e+07    81.63 |   15.70    66.60 |  126    4 |    0.21    -0.02    -0.21     9.64
 O  5.98e+07    81.63 |   16.05    66.53 |  127    0 |    0.13    -0.01    -0.17    10.28
 O  5.98e+07    81.63 |   15.70    66.61 |  125    9 |    0.13    -0.02    -0.08     0.56
 O  5.98e+07    81.63 |    0.45     1.36 |  127    0 |    0.13     0.02    -0.14     9.91
 O  5.98e+07    81.63 |   15.65    66.39 |  126    6 |    0.12     0.00    -0.15    10.28
 O  5.98e+07    81.63 |    0.05     0.74 |  127    0 |    0.21    -0.03    -0.16    19.53
 O  5.98e+07    81.63 |    1.35     2.41 |  126    3 |    0.16     0.02    -0.18    10.34
 O  5.99e+07    81.63 |    0.05     1.91 |  126    3 |    0.24    -0.01    -0.14    28.91
 O  5.99e+07    81.63 |   15.95    66.56 |  126    3 |    0.10    -0.05    -0.15     0.62
 O  5.99e+07    81.63 |   16.05    66.54 |  124   12 |    0.14    -0.04    -0.11     0.53
 O  5.99e+07    81.63 |   31.25    91.60 |  124   11 |    0.17     0.01    -0.13    10.06
 O  5.99e+07    81.63 |   31.15    91.32 |  125    4 |    0.17    -0.05    -0.21    19.06
 O  5.99e+07    81.63 |   15.60    66.41 |  123   15 |    0.18    -0.03    -0.14    10.00
 O  6.00e+07    81.63 |    1.00     1.95 |  127    0 |    0.26    -0.12    -0.19    28.61
 O  6.00e+07    81.63 |    0.85     1.56 |  127    0 |    0.12     0.03    -0.13    10.44
 O  6.00e+07    81.63 |   15.35    66.48 |  124   10 |    0.16    -0.05    -0.18     9.36
 O  6.00e+07    81.63 |    0.25     1.67 |  127    0 |    0.12    -0.02    -0.19    10.75
 O  6.00e+07    81.63 |    1.15     1.62 |  127    0 |    0.11     0.06    -0.16     0.81
 O  6.00e+07    81.63 |    0.10     0.99 |  127    0 |    0.14    -0.01    -0.23    10.22
 O  6.00e+07    81.63 |   15.75    66.60 |  124   14 |    0.21    -0.08    -0.23    28.12
 O  6.01e+07    81.63 |    0.30     1.19 |  127    0 |    0.22    -0.11    -0.17    29.44
 O  6.01e+07    81.63 |   46.85   109.29 |  122   12 |    0.18     0.06    -0.17    18.73
 O  6.01e+07    81.63 |    0.50     1.57 |  127    0 |    0.21     0.03    -0.14    28.79
 O  6.01e+07    81.63 |   15.65    66.86 |  126    3 |    0.09     0.03    -0.18     9.58
 O  6.01e+07    81.63 |    0.50     1.32 |  127    0 |    0.11    -0.07    -0.18     0.56
 O  6.01e+07    81.63 |   15.65    66.40 |  126    5 |    0.12    -0.15    -0.20     0.44
 O  6.01e+07    81.63 |    0.30     1.10 |  127    0 |    0.18     0.09    -0.17    19.91
 O  6.02e+07    81.63 |    0.10     2.72 |  127    0 |    0.20     0.08    -0.24    19.84
 O  6.02e+07    81.63 |   -0.10     0.89 |  127    0 |    0.15     0.07    -0.12    18.85
 O  6.02e+07    81.63 |   31.65    91.13 |  124   10 |    0.24    -0.05    -0.22    36.79
 O  6.02e+07    81.63 |    0.40     1.46 |  127    0 |    0.18    -0.07    -0.17    19.56
 O  6.02e+07    81.63 |   31.10    91.64 |  124   12 |    0.25     0.03    -0.18    46.82
[34m[1mwandb[39m[22m: Network error resolved after 0:00:58.991671, resuming normal operation.
 O  6.02e+07    81.63 |   45.80   109.18 |  118   20 |    0.16     0.05    -0.18    18.76
 O  6.02e+07    81.63 |    0.60     1.11 |  127    0 |    0.27     0.05    -0.12    28.18
 O  6.03e+07    81.63 |   15.65    66.88 |  124    9 |    0.13     0.09    -0.19     9.84
 O  6.03e+07    81.63 |   61.75   122.26 |  120   15 |    0.13     0.08    -0.18     9.84
 O  6.03e+07    81.63 |   31.40    91.71 |  125    5 |    0.16     0.07    -0.20     9.97
 O  6.03e+07    81.63 |   16.00    66.78 |  124   12 |    0.18    -0.00    -0.24     9.84
 O  6.03e+07    81.63 |   15.80    66.60 |  124   13 |    0.11    -0.02    -0.27     0.53
 O  6.03e+07    81.63 |   76.90   132.16 |  121   11 |    0.27     0.05    -0.25    29.28
 O  6.04e+07    81.63 |    0.45     0.80 |  127    0 |    0.19     0.10    -0.17    19.59
 O  6.04e+07    81.63 |    0.35     1.31 |  127    0 |    0.15     0.02    -0.23    10.06
 O  6.04e+07    81.63 |   15.60    66.63 |  127    1 |    0.14    -0.11    -0.24     9.91
 O  6.04e+07    81.63 |   15.95    66.79 |  126    2 |    0.28    -0.00    -0.12    37.33
 O  6.04e+07    81.63 |   15.65    66.39 |  127    2 |    0.23     0.03    -0.25    29.34
 O  6.04e+07    81.63 |   30.40    91.54 |  124   11 |    0.15     0.02    -0.18     9.62
 O  6.04e+07    81.63 |    1.65     2.08 |  127    0 |    0.11    -0.05    -0.15     9.94
 O  6.04e+07    81.63 |   31.65    91.63 |  124   10 |    0.11     0.02    -0.20    10.22
 O  6.05e+07    81.63 |   32.35    91.90 |  121   17 |    0.15     0.01    -0.14     0.78
 O  6.05e+07    81.63 |    0.30     2.05 |  127    1 |    0.16     0.04    -0.18    19.18
 O  6.05e+07    81.63 |    0.80     1.57 |  127    0 |    0.11     0.01    -0.16     9.85
 O  6.05e+07    81.63 |   15.70    66.62 |  123   14 |    0.14     0.03    -0.10     0.81
 O  6.05e+07    81.63 |    1.40     1.50 |  127    0 |    0.22     0.04    -0.20    19.19
 O  6.05e+07    81.63 |    0.50     1.36 |  127    0 |    0.12    -0.11    -0.13     0.59
 O  6.05e+07    81.63 |    0.60     1.53 |  127    0 |    0.14    -0.03    -0.17    10.06
 O  6.06e+07    81.63 |   31.60    92.16 |  122   17 |    0.20     0.02    -0.13    27.44
 O  6.06e+07    81.63 |   15.35    66.71 |  125   11 |    0.13    -0.10    -0.18    10.00
 O  6.06e+07    81.63 |   31.55    92.16 |  122   16 |    0.35     0.05    -0.19    46.79
 O  6.06e+07    81.63 |   15.90    67.49 |  127    2 |    0.18    -0.15    -0.08    29.15
 O  6.06e+07    81.63 |    0.75     1.26 |  127    0 |    0.16    -0.08    -0.14     1.00
 O  6.06e+07    81.63 |    0.45     1.60 |  127    0 |    0.27     0.04    -0.13    28.48
 O  6.06e+07    81.63 |   16.25    66.49 |  125    7 |    0.18     0.01    -0.21     0.88
 O  6.07e+07    81.63 |   16.15    66.06 |  127    2 |    0.17     0.02    -0.23     0.91
 O  6.07e+07    81.63 |    0.35     2.20 |  125    9 |    0.21    -0.08    -0.17    19.78
 O  6.07e+07    81.63 |   31.75    91.62 |  119   20 |    0.21     0.11    -0.10    28.64
 O  6.07e+07    81.63 |   47.10   109.19 |  125    8 |    0.14    -0.03    -0.15     0.69
 O  6.07e+07    81.63 |   16.85    66.60 |  125    7 |    0.23     0.07    -0.10    37.70
 O  6.07e+07    81.63 |    0.45     1.63 |  127    0 |    0.14     0.07    -0.13     1.00
 O  6.08e+07    81.63 |   15.25    66.95 |  125    7 |    0.14     0.09    -0.18    10.06
 O  6.08e+07    81.63 |    0.75     2.55 |  127    0 |    0.09     0.06    -0.11     0.59
 O  6.08e+07    81.63 |    0.95     1.75 |  127    0 |    0.17     0.02    -0.18    20.31
 O  6.08e+07    81.63 |   15.40    66.69 |  127    2 |    0.21    -0.01    -0.16    29.34
 O  6.08e+07    81.63 |    1.10     1.92 |  127    0 |    0.12     0.01    -0.11    10.21
 O  6.08e+07    81.63 |    0.45     1.91 |  127    0 |    0.24    -0.06    -0.17    29.24
 O  6.09e+07    81.63 |   16.30    66.48 |  125   10 |    0.29     0.00    -0.21    37.39
 O  6.09e+07    81.63 |   31.30    91.58 |  125    8 |    0.16     0.03    -0.12    10.44
 O  6.09e+07    81.63 |   15.90    66.81 |  124   12 |    0.21     0.07    -0.14    19.81
 O  6.09e+07    81.63 |    0.85     1.31 |  127    0 |    0.18     0.04    -0.10     1.03
 O  6.09e+07    81.63 |    0.60     1.39 |  127    0 |    0.17     0.03    -0.13    19.12
 O  6.09e+07    81.63 |    0.25     1.26 |  127    0 |    0.23    -0.03    -0.28    29.56
 O  6.09e+07    81.63 |   15.95    67.48 |  123   19 |    0.16    -0.02    -0.24     0.75
 O  6.10e+07    81.63 |   31.70    91.95 |  124    8 |    0.21    -0.02    -0.13    19.48
 O  6.10e+07    81.63 |   31.65    91.80 |  125    8 |    0.15    -0.04    -0.14     9.88
 O  6.10e+07    81.63 |    0.65     1.11 |  127    0 |    0.15    -0.04    -0.25     0.62
 O  6.10e+07    81.63 |   16.45    66.90 |  123   16 |    0.27     0.02    -0.20    28.33
 O  6.10e+07    81.63 |   31.20    91.79 |  121   16 |    0.20     0.10    -0.26    18.55
 O  6.10e+07    81.63 |   31.90    92.05 |  124    9 |    0.15     0.13    -0.21    19.53
 O  6.11e+07    81.63 |   15.80    67.51 |  123   16 |    0.07     0.09    -0.18     9.97
 O  6.11e+07    81.63 |   15.60    66.89 |  126    5 |    0.08     0.01    -0.21     0.34
 O  6.11e+07    81.63 |   46.05   109.07 |  122   14 |    0.15     0.06    -0.16    19.36
 O  6.11e+07    81.63 |   16.05    67.46 |  121   19 |    0.15    -0.02    -0.21    10.31
 O  6.11e+07    81.63 |    0.70     1.79 |  127    0 |    0.10    -0.10    -0.20    10.34
 O  6.11e+07    81.63 |   15.70    66.84 |  126    3 |    0.17    -0.00    -0.16    10.78
 O  6.11e+07    81.63 |   16.35    67.38 |  125    7 |    0.26    -0.00    -0.17    29.53
 O  6.11e+07    81.63 |    1.35     1.71 |  127    0 |    0.29     0.10    -0.27    28.06
 O  6.12e+07    81.63 |   15.75    66.59 |  123   18 |    0.13     0.07    -0.21     0.53
 O  6.12e+07    81.63 |   46.70   108.79 |  119   22 |    0.23    -0.05    -0.26    19.06
 O  6.12e+07    81.63 |   15.40    66.67 |  124   15 |    0.15     0.01    -0.25    10.16
 O  6.12e+07    81.63 |   30.70    91.61 |  124   10 |    0.27    -0.01    -0.19    37.73
 O  6.12e+07    81.63 |   16.25    66.49 |  126    6 |    0.15     0.05    -0.22    10.44
 O  6.12e+07    81.63 |   46.45   109.32 |  121   17 |    0.25    -0.02    -0.19    28.48
 O  6.12e+07    81.63 |   16.30    66.49 |  126    4 |    0.13    -0.03    -0.16     9.72
 O  6.13e+07    81.63 |   15.55    66.90 |  123   19 |    0.16    -0.00    -0.30    10.19
 O  6.13e+07    81.63 |    0.60     1.24 |  127    0 |    0.13    -0.04    -0.14    10.09
 O  6.13e+07    81.63 |   31.10    91.82 |  123   12 |    0.10     0.06    -0.19     9.76
 O  6.13e+07    81.63 |   15.85    66.82 |  125    9 |    0.13     0.04    -0.15     9.72
 O  6.13e+07    81.63 |    0.90     2.28 |  127    0 |    0.21     0.05    -0.25    19.09
 O  6.13e+07    81.63 |   30.25    92.10 |  121   13 |    0.19    -0.15    -0.27    28.58
 O  6.13e+07    81.63 |   30.15    91.46 |  121   19 |    0.24    -0.01    -0.18    20.00
 O  6.13e+07    81.63 |    0.50     1.63 |  127    0 |    0.19    -0.10    -0.21    19.21
 O  6.14e+07    81.63 |   16.70    66.40 |  123   17 |    0.15     0.07    -0.22     0.62
 O  6.14e+07    81.63 |   16.55    66.66 |  123   17 |    0.09     0.00    -0.22     9.73
 O  6.14e+07    81.63 |   30.65    91.65 |  122   15 |    0.16    -0.13    -0.33     9.84
[34m[1mwandb[39m[22m: Network error resolved after 0:00:58.357582, resuming normal operation.
 O  6.14e+07    81.63 |   16.70    66.16 |  126    4 |    0.20     0.04    -0.43    19.62
 O  6.14e+07    81.63 |   15.60    67.55 |  127    1 |    0.16    -0.05    -0.19     0.75
 O  6.14e+07    81.63 |   16.25    66.52 |  125    7 |    0.08    -0.06    -0.28     9.72
 O  6.14e+07    81.63 |    0.35     1.15 |  127    0 |    0.11    -0.04    -0.33    19.36
 O  6.15e+07    81.63 |   15.80    66.59 |  127    2 |    0.14    -0.09    -0.24     0.03
 O  6.15e+07    81.63 |    0.30     2.79 |  127    0 |    0.27    -0.02    -0.28    36.53
 O  6.15e+07    81.63 |   47.05   109.50 |  122   15 |    0.09     0.03    -0.23     9.72
 O  6.15e+07    81.63 |    1.05     2.20 |  127    0 |    0.20     0.03    -0.21    18.70
 O  6.15e+07    81.63 |   15.95    66.11 |  127    0 |    0.26    -0.01    -0.22    28.88
 O  6.15e+07    81.63 |   62.20   122.41 |  121   16 |    0.28     0.07    -0.19    29.00
 O  6.15e+07    81.63 |   46.90   109.56 |  116   26 |    0.20     0.03    -0.16    10.47
 O  6.16e+07    81.63 |   16.45    66.67 |  126    4 |    0.22     0.06    -0.24    28.06
 O  6.16e+07    81.63 |    1.75     1.73 |  127    0 |    0.16    -0.06    -0.26     9.81
 O  6.16e+07    81.63 |   16.15    67.43 |  127    1 |    0.19    -0.01    -0.23     9.64
 O  6.16e+07    81.63 |   46.95   110.25 |  121   16 |    0.12    -0.02    -0.19     0.69
 O  6.16e+07    81.63 |   31.30    91.59 |  125    9 |    0.11     0.01    -0.15     9.85
 O  6.16e+07    81.63 |   16.05    67.45 |  127    1 |    0.15    -0.08    -0.16    10.72
 O  6.16e+07    81.63 |   16.50    66.68 |  125    8 |    0.20     0.02    -0.31    19.31
 O  6.17e+07    81.63 |   15.30    66.71 |  125    8 |    0.13     0.01    -0.26    10.28
 O  6.17e+07    81.63 |   61.35   121.83 |  120   16 |    0.22    -0.17    -0.21    36.85
 O  6.17e+07    81.63 |   47.05   109.36 |  121   14 |    0.11    -0.10    -0.18     9.91
 O  6.17e+07    81.63 |   16.45    66.45 |  124   13 |    0.14    -0.02    -0.25     0.75
 O  6.17e+07    81.63 |   62.00   122.76 |  117   21 |    0.20     0.05    -0.31    10.28
 O  6.17e+07    81.63 |    0.05     2.18 |  125    6 |    0.14    -0.03    -0.25    10.53
 O  6.18e+07    81.63 |   15.90    67.48 |  122   21 |    0.19    -0.00    -0.33    28.45
 O  6.18e+07    81.63 |    0.00     1.76 |  127    0 |    0.12    -0.02    -0.24     0.62
 O  6.18e+07    81.63 |   16.00    66.77 |  126    5 |    0.23    -0.02    -0.17    37.55
 O  6.18e+07    81.63 |   61.80   122.36 |  121   15 |    0.20    -0.04    -0.11    18.67
 O  6.18e+07    81.63 |    0.35     1.62 |  127    0 |    0.22    -0.09    -0.27    19.58
 O  6.18e+07    81.63 |   16.80    67.06 |  126    5 |    0.39    -0.11    -0.15    56.91
 O  6.19e+07    81.63 |    1.15     1.80 |  127    0 |    0.28    -0.06    -0.22    29.44
 O  6.19e+07    81.63 |   15.35    66.71 |  120   22 |    0.25     0.03    -0.21    28.21
 O  6.19e+07    81.63 |   46.20   109.00 |  118   23 |    0.17     0.08    -0.23    19.72
 O  6.19e+07    81.63 |   16.00    66.78 |  123   19 |    0.29    -0.04    -0.09    37.24
 O  6.19e+07    81.63 |   -0.10     2.34 |  127    2 |    0.10     0.11    -0.17    10.16
 O  6.19e+07    81.63 |   17.00    66.34 |  126    4 |    0.13    -0.03    -0.19     0.94
 O  6.20e+07    81.63 |   30.95    91.69 |  125    7 |    0.26    -0.01    -0.13    45.59
 O  6.20e+07    81.63 |   16.35    66.71 |  124   13 |    0.12     0.02    -0.18    10.56
 O  6.20e+07    81.63 |   16.25    66.50 |  126    4 |    0.18     0.05    -0.20     0.31
 O  6.20e+07    81.63 |   47.10   109.75 |  121   15 |    0.35    -0.09    -0.12    54.41
 O  6.20e+07    81.63 |   31.05    91.99 |  121   19 |    0.22     0.11    -0.15    19.75
 O  6.20e+07    81.63 |   61.40   121.69 |  119   18 |    0.26    -0.03    -0.13    37.48
 O  6.21e+07    81.63 |   16.65    66.64 |  124   15 |    0.11     0.03    -0.19     9.82
 O  6.21e+07    81.63 |   15.70    65.69 |  124   13 |    0.15     0.00    -0.17     0.84
 O  6.21e+07    81.63 |   31.05    91.17 |  121   18 |    0.19    -0.08    -0.30    18.91
 O  6.21e+07    81.63 |   31.00    92.35 |  124   13 |    0.12    -0.05    -0.31    10.56
 O  6.21e+07    81.63 |    0.55     1.50 |  127    0 |    0.19     0.03    -0.16    28.06
 O  6.21e+07    81.63 |    0.75     1.61 |  127    0 |    0.24    -0.09    -0.22    28.39
 O  6.22e+07    81.63 |   61.50   122.01 |  122   14 |    0.27     0.05    -0.21    28.18
 O  6.22e+07    81.63 |   16.45    66.47 |  123   13 |    0.15    -0.07    -0.21    10.66
 O  6.22e+07    81.63 |   46.05   109.49 |  123   16 |    0.25    -0.01    -0.17    28.33
 O  6.22e+07    81.63 |   16.15    67.45 |  119   25 |    0.17    -0.08    -0.32    20.28
 O  6.22e+07    81.63 |   16.35    66.24 |  124   12 |    0.24     0.10    -0.26    37.61
 O  6.22e+07    81.63 |   16.05    66.76 |  123   19 |    0.11    -0.00    -0.24     0.47
 O  6.23e+07    81.63 |    0.20     1.36 |  127    0 |    0.15     0.06    -0.22    10.50
 O  6.23e+07    81.63 |   -0.05     2.06 |  125   10 |    0.19    -0.05    -0.28    18.85
 O  6.23e+07    81.63 |    0.00     2.74 |  124    8 |    0.17    -0.07    -0.22    10.62
 O  6.23e+07    81.63 |    1.10     1.61 |  127    0 |    0.21     0.02    -0.31    28.03
 O  6.23e+07    81.63 |   31.00    92.02 |  126    4 |    0.22     0.01    -0.13    19.94
 O  6.23e+07    81.63 |    0.15     1.15 |  127    0 |    0.20    -0.07    -0.20    19.31
 O  6.23e+07    81.63 |   16.35    67.40 |  125    8 |    0.17    -0.06    -0.16     0.88
 O  6.24e+07    81.63 |   15.70    66.86 |  123   18 |    0.14     0.06    -0.22     9.52
 O  6.24e+07    81.63 |   77.15   132.25 |  116   24 |    0.20     0.03    -0.26    19.00
 O  6.24e+07    81.63 |    1.20     1.91 |  127    0 |    0.21     0.08    -0.19    19.91
 O  6.24e+07    81.63 |    0.45     1.47 |  127    0 |    0.18    -0.02    -0.25    10.44
 O  6.24e+07    81.63 |   15.05    66.76 |  125    7 |    0.16     0.03    -0.25    19.00
 O  6.24e+07    81.63 |   -0.40     2.44 |  125    5 |    0.28     0.03    -0.20    27.47
 O  6.25e+07    81.63 |    0.95     1.69 |  127    0 |    0.17    -0.02    -0.21    10.19
 O  6.25e+07    81.63 |   15.90    66.80 |  127    2 |    0.29     0.09    -0.25    39.34
 O  6.25e+07    81.63 |   16.00    65.63 |  127    2 |    0.29     0.10    -0.27    27.88
 O  6.25e+07    81.63 |   15.35    66.91 |  125   10 |    0.11     0.01    -0.16     9.82
[34m[1mwandb[39m[22m: 500 encountered ({"error":"driver: bad connection"}), retrying request
[34m[1mwandb[39m[22m: Network error resolved after 0:01:22.788957, resuming normal operation.
 O  6.25e+07    81.63 |   16.40    66.72 |  124   12 |    0.12     0.02    -0.45     8.97
 O  6.25e+07    81.63 |   15.65    66.88 |  123   13 |    0.13    -0.02    -0.28     9.81
 O  6.25e+07    81.63 |   16.45    66.67 |  126    6 |    0.16    -0.05    -0.34     0.50
 O  6.26e+07    81.63 |   30.80    91.58 |  126    4 |    0.10    -0.02    -0.35     0.38
 O  6.26e+07    81.63 |   30.35    91.73 |  124    8 |    0.26     0.01    -0.28    27.94
 O  6.26e+07    81.63 |    0.35     1.65 |  127    0 |    0.25     0.03    -0.32    29.06
 O  6.26e+07    81.63 |   16.50    66.22 |  126    5 |    0.15    -0.00    -0.34    10.09
 O  6.26e+07    81.63 |   15.50    66.90 |  123   18 |    0.19     0.04    -0.23     9.97
 O  6.26e+07    81.63 |   16.00    66.56 |  127    0 |    0.12    -0.05    -0.36     9.91
 O  6.26e+07    81.63 |   15.35    66.69 |  126    2 |    0.17    -0.13    -0.33    19.30
 O  6.26e+07    81.63 |   15.60    66.90 |  124   12 |    0.19     0.08    -0.31     0.94
 O  6.27e+07    81.63 |   15.60    66.87 |  124   13 |    0.09     0.09    -0.23    10.03
 O  6.27e+07    81.63 |   46.50   109.58 |  121   15 |    0.16    -0.09    -0.16    18.58
 O  6.27e+07    81.63 |   31.55    91.49 |  125    6 |    0.15    -0.03    -0.39    18.61
 O  6.27e+07    81.63 |   15.45    66.91 |  123   13 |    0.15    -0.01    -0.26    18.85
 O  6.27e+07    81.63 |   -0.30     1.05 |  127    0 |    0.21    -0.03    -0.28    27.85
 O  6.27e+07    81.63 |   15.60    66.41 |  125    8 |    0.11     0.08    -0.21     9.91
 O  6.27e+07    81.63 |    0.55     1.50 |  127    0 |    0.16     0.07    -0.25     0.31
 O  6.28e+07    81.63 |    0.45     1.50 |  127    0 |    0.12    -0.06    -0.24     0.34
 O  6.28e+07    81.63 |   30.95    92.03 |  125    8 |    0.16    -0.07    -0.22    10.25
 O  6.28e+07    81.63 |   16.20    66.73 |  126    3 |    0.26    -0.03    -0.14    28.27
 O  6.28e+07    81.63 |    0.15     1.98 |  127    0 |    0.20    -0.00    -0.23    29.06
 O  6.28e+07    81.63 |   16.30    65.57 |  125   11 |    0.16     0.01    -0.14     0.38
 O  6.28e+07    81.63 |    0.75     2.32 |  126    6 |    0.19     0.07    -0.23    19.45
 O  6.28e+07    81.63 |    1.15     1.74 |  127    0 |    0.17    -0.01    -0.25     9.62
 O  6.29e+07    81.63 |   16.10    66.54 |  123   16 |    0.13     0.07    -0.27     0.59
 O  6.29e+07    81.63 |    0.90     1.67 |  127    0 |    0.27     0.01    -0.33    37.36
 O  6.29e+07    81.63 |    0.65     2.08 |  127    0 |    0.16     0.01    -0.27     0.72
 O  6.29e+07    81.63 |   16.45    67.36 |  127    2 |    0.21    -0.15    -0.25    19.30
 O  6.29e+07    81.63 |   15.85    66.57 |  125    9 |    0.15     0.05    -0.30     0.44
 O  6.29e+07    81.63 |   16.00    66.78 |  126    2 |    0.17    -0.04    -0.23     0.59
 O  6.29e+07    81.63 |   31.45    91.86 |  126    5 |    0.24     0.07    -0.22    39.19
 O  6.29e+07    81.63 |   16.10    67.44 |  126    3 |    0.18     0.02    -0.27    19.59
 O  6.30e+07    81.63 |    0.30     1.31 |  127    0 |    0.15    -0.05    -0.36     0.91
 O  6.30e+07    81.63 |   31.15    91.63 |  123   13 |    0.18    -0.13    -0.40     9.91
 O  6.30e+07    81.63 |   15.80    66.60 |  126    4 |    0.15    -0.11    -0.40     0.41
 O  6.30e+07    81.63 |    0.05     0.67 |  127    0 |    0.09     0.03    -0.34     9.97
 O  6.30e+07    81.63 |   14.75    66.60 |  126    4 |    0.12     0.03    -0.28    10.09
 O  6.30e+07    81.63 |   16.10    66.56 |  122   16 |    0.20     0.04    -0.35    27.97
 O  6.30e+07    81.63 |   31.05    91.49 |  124   12 |    0.23    -0.26    -0.36    18.42
 O  6.30e+07    81.63 |   -0.30     1.14 |  127    0 |    0.18     0.03    -0.30    10.03
 O  6.31e+07    81.63 |    0.55     1.77 |  127    0 |    0.23    -0.12    -0.28    19.84
 O  6.31e+07    81.63 |   30.60    92.32 |  124    9 |    0.17    -0.12    -0.21    18.67
 O  6.31e+07    81.63 |    0.25     1.41 |  127    0 |    0.13     0.04    -0.28     9.88
 O  6.31e+07    81.63 |   30.95    92.05 |  118   23 |    0.15     0.02    -0.44     9.66
 O  6.31e+07    81.63 |    0.45     1.60 |  127    0 |    0.24     0.04    -0.38    37.61
 O  6.31e+07    81.63 |   16.20    67.19 |  124   12 |    0.10     0.05    -0.27     0.44
 O  6.31e+07    81.63 |   31.00    91.84 |  123   13 |    0.10     0.02    -0.24     0.00
 O  6.31e+07    81.63 |   16.20    66.73 |  125    7 |    0.07     0.03    -0.31     9.52
 O  6.32e+07    81.63 |    0.35     2.06 |  127    2 |    0.08    -0.07    -0.25     0.09
 O  6.32e+07    81.63 |   15.05    66.99 |  123   19 |    0.21    -0.08    -0.39    19.62
 O  6.32e+07    81.63 |    0.75     1.34 |  127    0 |    0.15    -0.02    -0.30    18.55
 O  6.32e+07    81.63 |    0.35     1.15 |  127    0 |    0.06    -0.12    -0.25     0.19
 O  6.32e+07    81.63 |   14.90    65.65 |  127    0 |    0.17    -0.04    -0.27     1.12
 O  6.32e+07    81.63 |   15.25    66.49 |  126    4 |    0.15    -0.12    -0.31     0.47
 O  6.32e+07    81.63 |   15.70    67.55 |  126    4 |    0.13     0.04    -0.37    10.66
 O  6.32e+07    81.63 |   15.80    66.59 |  126    4 |    0.11     0.04    -0.34     0.16
 O  6.33e+07    81.63 |   15.80    67.53 |  124   13 |    0.19    -0.03    -0.34    28.33
 O  6.33e+07    81.63 |    0.85     1.39 |  127    0 |    0.17    -0.05    -0.32     9.94
 O  6.33e+07    81.63 |   15.90    66.80 |  125    9 |    0.22     0.04    -0.27    19.03
 O  6.33e+07    81.63 |   16.15    66.97 |  126    5 |    0.18    -0.01    -0.24    28.45
 O  6.33e+07    81.63 |   30.35    92.24 |  121   19 |    0.20    -0.01    -0.41    19.12
 O  6.33e+07    81.63 |   31.10    91.64 |  124   12 |    0.10    -0.01    -0.34     0.12
 O  6.33e+07    81.63 |   46.05   108.92 |  120   18 |    0.12    -0.04    -0.36     9.64
 O  6.33e+07    81.63 |   31.00    91.51 |  126    4 |    0.23    -0.00    -0.43    18.55
 O  6.34e+07    81.63 |    0.05     2.44 |  125   10 |    0.26     0.04    -0.44    28.15
 O  6.34e+07    81.63 |   31.05    91.33 |  125    6 |    0.11     0.02    -0.29    -0.12
 O  6.34e+07    81.63 |   15.60    66.41 |  126    5 |    0.09    -0.04    -0.53     0.41
 O  6.34e+07    81.63 |   30.00    92.02 |  123   13 |    0.10    -0.02    -0.35     9.62
 O  6.34e+07    81.63 |    0.20     0.81 |  127    0 |    0.12     0.10    -0.29     0.56
 O  6.34e+07    81.63 |   16.00    66.79 |  126    3 |    0.17     0.04    -0.41     0.75
 O  6.34e+07    81.63 |   15.90    66.58 |  125    9 |    0.13    -0.01    -0.36     0.09
 O  6.34e+07    81.63 |    0.20     1.63 |  127    0 |    0.05    -0.06    -0.38     0.31
 O  6.35e+07    81.63 |   15.50    67.11 |  127    2 |    0.13     0.02    -0.31    10.12
 O  6.35e+07    81.63 |    0.80     1.44 |  127    0 |    0.16     0.01    -0.33     0.75
 O  6.35e+07    81.63 |    0.25     1.55 |  127    0 |    0.14     0.02    -0.38     0.00
 O  6.35e+07    81.63 |    0.55     1.53 |  127    0 |    0.18     0.15    -0.29     0.69
 O  6.35e+07    81.63 |    0.65     1.68 |  127    0 |    0.08     0.12    -0.23     0.31
 O  6.35e+07    81.63 |    0.35     2.08 |  127    0 |    0.17    -0.00    -0.24     9.72
