ID     Step     MaxR |    avgR     stdR | avgS stdS |    objC     etc.
Act FileNotFound when load_model: output/2022-04-25_22-58-15
Critic FileNotFound when load_model: output/2022-04-25_22-58-15
pygame 2.0.1 (SDL 2.0.14, Python 3.6.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
 O  1.36e+07    61.20 |   15.85    66.58 |  126    2 |    0.39     0.07    -0.15    65.15
 O  1.36e+07    61.20 |   16.80    67.28 |  120   17 |    0.25     0.06    -0.22    28.21
 O  1.36e+07    61.20 |   15.80    66.82 |  126    2 |    0.14    -0.02    -0.19     9.70
 O  1.36e+07    61.20 |    0.65     1.28 |  127    2 |    0.20    -0.06    -0.08    10.15
 O  1.36e+07    61.20 |   15.55    66.64 |  127    1 |    0.18    -0.05    -0.18    19.12
 O  1.37e+07    61.20 |   30.90    91.70 |  126    5 |    0.18    -0.04    -0.19    27.71
 O  1.37e+07    61.20 |   31.00    91.51 |  124    8 |    0.21     0.03    -0.18    28.18
 O  1.37e+07    61.20 |   31.05    91.49 |  123   15 |    0.23    -0.13    -0.15    27.59
 O  1.37e+07    61.20 |   31.25    91.42 |  122   17 |    0.11     0.00    -0.16     9.29
 O  1.37e+07    61.20 |   31.20    92.27 |  124   14 |    0.28    -0.04    -0.17    19.69
 O  1.37e+07    61.20 |   46.20   109.00 |  121   17 |    0.09    -0.18    -0.14     0.56
 O  1.37e+07    61.20 |   31.10    91.64 |  123   18 |    0.29     0.00    -0.18    44.31
 O  1.37e+07    61.20 |   46.70   109.64 |  116   24 |    0.39     0.08    -0.19    63.47
 O  1.38e+07    61.20 |   15.55    66.41 |  125    8 |    0.20     0.01    -0.13    28.85
 O  1.38e+07    61.20 |   41.27   104.23 |  117   24 |    0.34    -0.04    -0.12    56.39
 O  1.38e+07    61.20 |   15.75    66.59 |  124    9 |    0.32     0.08    -0.16    53.31
 O  1.38e+07    61.20 |   41.53   103.55 |  121   16 |    0.36    -0.03    -0.21    55.88
 O  1.38e+07    61.20 |   46.65   109.66 |  118   21 |    0.25     0.02    -0.14    28.12
 O  1.38e+07    61.20 |   46.60   108.70 |  113   29 |    0.21     0.04    -0.13    28.36
 O  1.38e+07    61.20 |   46.45   108.76 |  121   17 |    0.27     0.04    -0.20    38.75
 O  1.38e+07    61.20 |    1.15     1.77 |  122   16 |    0.23     0.02    -0.19    19.30
 O  1.39e+07    61.20 |   46.50   109.16 |  118   20 |    0.16    -0.11    -0.19    19.36
 O  1.39e+07    61.20 |    0.50     1.20 |  123   17 |    0.26     0.00    -0.23    36.74
 O  1.39e+07    61.20 |   31.20    91.61 |  118   25 |    0.31     0.09    -0.14    44.23
 O  1.39e+07    61.20 |   30.90    91.54 |  121   17 |    0.12    -0.00    -0.15    10.33
 O  1.39e+07    61.20 |   31.30    92.24 |  122   14 |    0.27    -0.01    -0.23    36.32
O  1.39e+07    62.20 |
 O  1.39e+07    62.20 |   62.20   122.75 |  117   21 |    0.23     0.04    -0.18    36.53
 O  1.39e+07    62.20 |   31.45    91.86 |  123   13 |    0.16     0.01    -0.17    10.19
 O  1.39e+07    62.20 |   61.75   122.25 |  114   23 |    0.14     0.07    -0.21    10.12
 O  1.40e+07    62.20 |   15.85    66.58 |  124    8 |    0.22     0.02    -0.23    28.06
 O  1.40e+07    62.20 |    0.55     1.50 |  127    0 |    0.20     0.07    -0.25    19.00
 O  1.40e+07    62.20 |   15.85    66.35 |  124   13 |    0.26     0.01    -0.23    36.65
 O  1.40e+07    62.20 |   31.65    91.47 |  124    9 |    0.33     0.02    -0.28    54.56
 O  1.40e+07    62.20 |   31.30    91.24 |  116   24 |    0.23     0.01    -0.24    19.15
 O  1.40e+07    62.20 |   32.00    91.35 |  123   13 |    0.23     0.03    -0.19    28.85
O  1.40e+07    71.97 |
 O  1.40e+07    71.97 |   71.97   129.43 |  116   22 |    0.19     0.04    -0.14    19.78
 O  1.40e+07    71.97 |   46.20   109.70 |  118   17 |    0.24    -0.02    -0.19    28.30
 O  1.40e+07    71.97 |   46.50   108.88 |  118   21 |    0.35     0.05    -0.22    63.59
 O  1.41e+07    71.97 |   16.75    66.60 |  124    9 |    0.12    -0.02    -0.18    10.30
 O  1.41e+07    71.97 |   15.65    66.62 |  123   15 |    0.24     0.07    -0.25    46.03
 O  1.41e+07    71.97 |   16.05    66.53 |  123   13 |    0.25    -0.08    -0.22    28.18
 O  1.41e+07    71.97 |   16.60    66.41 |  124   11 |    0.15     0.04    -0.21    10.28
 O  1.41e+07    71.97 |   32.00    92.19 |  120   19 |    0.12     0.10    -0.24    10.09
 O  1.41e+07    71.97 |   61.97   122.44 |  111   28 |    0.26     0.04    -0.25    29.00
 O  1.41e+07    71.97 |   47.05   108.66 |  117   25 |    0.22    -0.04    -0.21    27.94
 O  1.41e+07    71.97 |   16.45    66.67 |  124   13 |    0.31     0.11    -0.22    55.06
 O  1.42e+07    71.97 |   47.35   108.67 |  118   21 |    0.14    -0.02    -0.18     9.39
 O  1.42e+07    71.97 |   15.95    66.56 |  126    5 |    0.30    -0.03    -0.25    47.27
 O  1.42e+07    71.97 |   46.70   108.80 |  115   24 |    0.13    -0.05    -0.20     0.72
 O  1.42e+07    71.97 |   46.50   108.88 |  117   24 |    0.14     0.05    -0.23    18.74
 O  1.42e+07    71.97 |   46.60   109.26 |  120   20 |    0.14    -0.04    -0.18    10.33
 O  1.42e+07    71.97 |   15.95    66.56 |  124    8 |    0.16     0.03    -0.16    10.30
 O  1.42e+07    71.97 |   46.60   109.54 |  123   10 |    0.12    -0.16    -0.26     0.91
 O  1.42e+07    71.97 |   31.65    91.47 |  124   10 |    0.26     0.01    -0.19    28.48
 O  1.43e+07    71.97 |   61.60   122.70 |  121   14 |    0.27     0.02    -0.22    45.50
 O  1.43e+07    71.97 |    0.50     1.20 |  127    0 |    0.16    -0.04    -0.21    19.24
 O  1.43e+07    71.97 |   15.70    66.61 |  127    1 |    0.18     0.11    -0.22    29.25
 O  1.43e+07    71.97 |   16.15    66.73 |  125    7 |    0.15    -0.12    -0.19    10.62
 O  1.43e+07    71.97 |   31.50    91.51 |  123   12 |    0.20     0.02    -0.17    20.16
 O  1.43e+07    71.97 |   31.55    92.17 |  120   23 |    0.25     0.02    -0.16    28.52
 O  1.43e+07    71.97 |   62.03   122.50 |  118   21 |    0.31    -0.00    -0.28    46.91
 O  1.43e+07    71.97 |   32.00    92.02 |  117   22 |    0.16    -0.06    -0.14    20.44
 O  1.44e+07    71.97 |   15.65    66.62 |  124   13 |    0.08    -0.01    -0.17     0.48
 O  1.44e+07    71.97 |   31.20    92.27 |  122   14 |    0.18    -0.08    -0.15    20.03
 O  1.44e+07    71.97 |   47.15   108.61 |  119   19 |    0.17    -0.02    -0.15    18.76
 O  1.44e+07    71.97 |   15.70    66.61 |  120   19 |    0.24    -0.00    -0.19    28.09
 O  1.44e+07    71.97 |   32.00    91.52 |  121   17 |    0.29     0.10    -0.26    28.88
 O  1.44e+07    71.97 |    1.25     1.61 |  127    0 |    0.13     0.01    -0.18     0.91
 O  1.44e+07    71.97 |    0.90     1.81 |  127    0 |    0.27    -0.01    -0.16    36.74
 O  1.44e+07    71.97 |   46.25   109.12 |  122   16 |    0.14    -0.01    -0.17    10.31
 O  1.45e+07    71.97 |   31.85    92.07 |  123   11 |    0.26     0.06    -0.20    28.64
 O  1.45e+07    71.97 |   46.40   109.76 |  123   16 |    0.24     0.01    -0.16    37.76
 O  1.45e+07    71.97 |   15.75    66.60 |  125    7 |    0.31     0.06    -0.19    54.62
 O  1.45e+07    71.97 |   16.20    66.73 |  123   18 |    0.11     0.04    -0.23    19.03
 O  1.45e+07    71.97 |   15.70    66.60 |  125    9 |    0.10    -0.07    -0.20     0.85
 O  1.45e+07    71.97 |    0.90     1.45 |  122   16 |    0.23    -0.01    -0.25    19.81
 O  1.45e+07    71.97 |   15.55    66.64 |  123   13 |    0.24    -0.01    -0.18    20.00
 O  1.45e+07    71.97 |   15.60    66.63 |  122   16 |    0.07    -0.04    -0.16     0.64
 O  1.46e+07    71.97 |   30.95    91.85 |  119   20 |    0.22    -0.02    -0.19    28.42
 O  1.46e+07    71.97 |   16.10    66.52 |  120   20 |    0.17    -0.14    -0.16    10.00
 O  1.46e+07    71.97 |   31.35    91.56 |  120   22 |    0.14    -0.11    -0.16     9.94
 O  1.46e+07    71.97 |    0.75     1.30 |  127    0 |    0.16     0.05    -0.22    19.36
 O  1.46e+07    71.97 |   15.55    66.41 |  126    4 |    0.14    -0.04    -0.21     9.64
 O  1.46e+07    71.97 |   31.85    92.07 |  113   31 |    0.19     0.02    -0.17    19.94
 O  1.46e+07    71.97 |   15.85    66.57 |  123   14 |    0.23     0.07    -0.12    19.27
 O  1.46e+07    71.97 |   16.10    66.52 |  124   12 |    0.14     0.01    -0.22     1.25
 O  1.47e+07    71.97 |   16.35    66.69 |  125    7 |    0.25    -0.00    -0.23    36.71
 O  1.47e+07    71.97 |    0.50     1.20 |  127    0 |    0.19    -0.06    -0.18    19.30
 O  1.47e+07    71.97 |   46.25   109.26 |  120   17 |    0.11     0.01    -0.23     0.81
 O  1.47e+07    71.97 |   31.30    91.58 |  123   12 |    0.14     0.00    -0.21    10.52
 O  1.47e+07    71.97 |    0.45     1.02 |  126    4 |    0.28    -0.01    -0.18    28.64
 O  1.47e+07    71.97 |   46.20   108.86 |  117   22 |    0.27     0.08    -0.13    29.09
 O  1.47e+07    71.97 |   16.10    66.29 |  125    8 |    0.10     0.03    -0.21     9.61
 O  1.47e+07    71.97 |    0.45     1.20 |  127    0 |    0.21     0.02    -0.20    20.09
 O  1.47e+07    71.97 |   31.45    91.53 |  123   11 |    0.10     0.04    -0.16    10.25
 O  1.48e+07    71.97 |   31.55    91.33 |  120   22 |    0.10    -0.07    -0.19    10.06
 O  1.48e+07    71.97 |   15.75    66.82 |  126    5 |    0.28    -0.04    -0.21    44.29
 O  1.48e+07    71.97 |   15.90    66.34 |  120   20 |    0.27     0.01    -0.17    45.41
 O  1.48e+07    71.97 |   16.05    66.31 |  125    4 |    0.11     0.00    -0.22    19.21
 O  1.48e+07    71.97 |    0.60     0.92 |  127    0 |    0.08     0.03    -0.15     0.72
 O  1.48e+07    71.97 |   46.35   109.36 |  123   10 |    0.21     0.12    -0.14    28.97
 O  1.48e+07    71.97 |   31.30    91.74 |  119   23 |    0.13     0.07    -0.14    10.22
 O  1.48e+07    71.97 |   16.15    66.51 |  126    3 |    0.11    -0.02    -0.13     0.69
 O  1.49e+07    71.97 |   46.55   108.86 |  123   10 |    0.26     0.02    -0.16    28.15
 O  1.49e+07    71.97 |   16.30    66.48 |  126    4 |    0.23    -0.13    -0.24    27.56
 O  1.49e+07    71.97 |   16.40    66.46 |  126    5 |    0.14     0.05    -0.22    10.09
 O  1.49e+07    71.97 |   46.35   108.94 |  118   21 |    0.22    -0.00    -0.15    29.06
 O  1.49e+07    71.97 |   16.05    66.76 |  123   13 |    0.13    -0.09    -0.17     9.79
 O  1.49e+07    71.97 |   61.95   122.16 |  120   16 |    0.24    -0.06    -0.15    28.39
 O  1.49e+07    71.97 |   16.05    66.54 |  124   14 |    0.11     0.04    -0.16    10.69
 O  1.49e+07    71.97 |   46.65   109.24 |  120   18 |    0.22    -0.03    -0.20    36.76
 O  1.50e+07    71.97 |   61.85   121.96 |  123   12 |    0.22    -0.00    -0.12    19.53
 O  1.50e+07    71.97 |    0.15     0.48 |  122   18 |    0.22     0.08    -0.14    19.64
 O  1.50e+07    71.97 |   15.95    66.55 |  126    4 |    0.22    -0.08    -0.15    27.65
 O  1.50e+07    71.97 |   15.45    66.66 |  123   17 |    0.25    -0.01    -0.16    45.82
 O  1.50e+07    71.97 |   46.25   108.98 |  119   22 |    0.13    -0.07    -0.15    19.00
O  1.50e+07    82.33 |
 O  1.50e+07    82.33 |   82.33   135.34 |  116   24 |    0.15    -0.08    -0.22    10.25
 O  1.50e+07    82.33 |   16.05    66.53 |  116   24 |    0.12    -0.02    -0.22     9.79
 O  1.50e+07    82.33 |   31.40    91.87 |  121   17 |    0.13     0.06    -0.14    18.88
 O  1.51e+07    82.33 |   15.90    67.48 |  122   15 |    0.25     0.04    -0.13    37.91
 O  1.51e+07    82.33 |   31.50    91.68 |  123    9 |    0.27    -0.01    -0.25    38.24
 O  1.51e+07    82.33 |   15.85    67.49 |  125    5 |    0.09    -0.05    -0.22     9.91
 O  1.51e+07    82.33 |   46.25   108.98 |  126    4 |    0.27    -0.02    -0.17    29.44
 O  1.51e+07    82.33 |   31.25    91.59 |  121   16 |    0.23     0.07    -0.15    28.48
 O  1.51e+07    82.33 |   62.05   122.11 |  118   16 |    0.35    -0.02    -0.13    47.09
 O  1.51e+07    82.33 |   61.40   122.05 |  115   25 |    0.20    -0.00    -0.17    19.24
 O  1.51e+07    82.33 |   15.65    66.62 |  125    9 |    0.28     0.03    -0.13    37.67
 O  1.52e+07    82.33 |   31.30    91.74 |  122   22 |    0.14     0.05    -0.21    18.56
 O  1.52e+07    82.33 |    0.55     1.07 |  121   18 |    0.19    -0.14    -0.17    19.15
 O  1.52e+07    82.33 |   15.95    66.56 |  125   10 |    0.23    -0.01    -0.14    28.39
 O  1.52e+07    82.33 |   47.05   108.79 |  120   18 |    0.21     0.03    -0.18    19.12
 O  1.52e+07    82.33 |   46.60   109.12 |  120   18 |    0.31    -0.01    -0.21    46.79
 O  1.52e+07    82.33 |   46.95   109.25 |  121   15 |    0.23    -0.02    -0.12    28.27
 O  1.52e+07    82.33 |   46.55   109.42 |  118   22 |    0.10     0.01    -0.19    10.72
 O  1.52e+07    82.33 |    0.30     0.71 |  127    0 |    0.32     0.10    -0.15    47.42
[34m[1mwandb[39m[22m: Network error resolved after 0:01:22.406853, resuming normal operation.
 O  1.53e+07    82.33 |   31.55    91.66 |  121   15 |    0.13     0.03    -0.13    10.18
 O  1.53e+07    82.33 |   15.85    66.81 |  126    4 |    0.23    -0.02    -0.19    19.15
 O  1.53e+07    82.33 |   15.85    66.58 |  127    2 |    0.16     0.09    -0.16    19.45
 O  1.53e+07    82.33 |   31.25    91.43 |  124    8 |    0.14     0.07    -0.19    10.91
 O  1.53e+07    82.33 |   16.55    66.43 |  118   23 |    0.15    -0.03    -0.15    10.45
 O  1.53e+07    82.33 |   16.00    67.46 |  124    8 |    0.20     0.08    -0.13    19.45
 O  1.53e+07    82.33 |   16.65    66.63 |  125    7 |    0.14    -0.04    -0.19    10.19
 O  1.53e+07    82.33 |   47.05   109.63 |  117   24 |    0.20     0.06    -0.10    19.33
 O  1.54e+07    82.33 |   16.40    66.46 |  124   13 |    0.17    -0.07    -0.12    19.27
 O  1.54e+07    82.33 |   15.55    66.64 |  124   14 |    0.12     0.06    -0.21    10.27
 O  1.54e+07    82.33 |   15.95    67.24 |  125    7 |    0.09     0.00    -0.26     0.53
 O  1.54e+07    82.33 |   15.65    66.61 |  123   13 |    0.21    -0.00    -0.19    28.55
 O  1.54e+07    82.33 |   46.90   109.42 |  115   25 |    0.20     0.00    -0.12    29.59
 O  1.54e+07    82.33 |   31.05    91.65 |  122   17 |    0.19     0.05    -0.14    19.62
 O  1.54e+07    82.33 |    0.80     1.21 |  127    0 |    0.13     0.01    -0.27    19.09
 O  1.54e+07    82.33 |   15.70    66.84 |  124   13 |    0.07    -0.06    -0.14    10.00
 O  1.55e+07    82.33 |    0.55     1.20 |  126    5 |    0.09     0.06    -0.16     0.56
 O  1.55e+07    82.33 |    0.60     1.28 |  125    8 |    0.25    -0.00    -0.05    19.27
 O  1.55e+07    82.33 |    0.90     1.51 |  127    0 |    0.10    -0.01    -0.14     0.85
 O  1.55e+07    82.33 |   16.15    66.51 |  113   26 |    0.26     0.06    -0.20    28.42
 O  1.55e+07    82.33 |   16.00    66.77 |  122   21 |    0.23    -0.02    -0.10    29.06
 O  1.55e+07    82.33 |   46.60   108.98 |  120   18 |    0.12    -0.00    -0.12     1.16
 O  1.55e+07    82.33 |    0.45     1.24 |  127    0 |    0.23    -0.02    -0.19    29.12
 O  1.55e+07    82.33 |   16.05    66.54 |  124    9 |    0.16     0.05    -0.15    19.36
 O  1.55e+07    82.33 |    1.00     1.45 |  127    0 |    0.14    -0.02    -0.12    10.16
 O  1.56e+07    82.33 |   31.65    91.46 |  125    7 |    0.19     0.04    -0.12    28.18
 O  1.56e+07    82.33 |   16.65    66.40 |  125    9 |    0.22    -0.05    -0.18    19.50
 O  1.56e+07    82.33 |    0.50     1.53 |  126    4 |    0.08     0.05    -0.20     0.56
 O  1.56e+07    82.33 |   31.70    91.45 |  118   25 |    0.33     0.10    -0.23    46.88
 O  1.56e+07    82.33 |   31.40    92.21 |  117   23 |    0.13    -0.01    -0.14    11.16
 O  1.56e+07    82.33 |   31.05    91.65 |  122   14 |    0.17     0.05    -0.17    10.30
 O  1.56e+07    82.33 |   46.30   109.24 |  121   21 |    0.36    -0.09    -0.10    47.36
 O  1.56e+07    82.33 |   31.60    91.48 |  122   15 |    0.07     0.00    -0.25    10.22
 O  1.57e+07    82.33 |    0.60     1.39 |  127    0 |    0.15    -0.01    -0.16     0.75
 O  1.57e+07    82.33 |   15.75    66.60 |  124   10 |    0.16     0.05    -0.23     9.97
 O  1.57e+07    82.33 |   46.55   109.28 |  119   26 |    0.15     0.05    -0.22    10.28
 O  1.57e+07    82.33 |   15.90    66.34 |  124   11 |    0.26    -0.04    -0.18    28.36
 O  1.57e+07    82.33 |    0.70     1.42 |  127    0 |    0.10    -0.02    -0.19    10.44
 O  1.57e+07    82.33 |    0.35     0.96 |  124   13 |    0.20    -0.00    -0.15    18.94
 O  1.57e+07    82.33 |   61.75   122.25 |  119   18 |    0.09     0.01    -0.16     9.79
 O  1.57e+07    82.33 |   16.15    66.51 |  126    3 |    0.12    -0.03    -0.19     9.88
 O  1.58e+07    82.33 |   16.15    67.43 |  120   18 |    0.14     0.08    -0.28     1.03
 O  1.58e+07    82.33 |    0.45     1.20 |  127    0 |    0.23    -0.08    -0.13    20.00
 O  1.58e+07    82.33 |   16.35    66.47 |  124   12 |    0.16    -0.03    -0.20     1.16
 O  1.58e+07    82.33 |    0.50     1.20 |  126    4 |    0.09    -0.18    -0.14    10.18
 O  1.58e+07    82.33 |   31.70    92.78 |  121   17 |    0.18     0.03    -0.22    29.06
 O  1.58e+07    82.33 |    1.00     1.55 |  127    0 |    0.13     0.01    -0.16     0.72
 O  1.58e+07    82.33 |    0.75     1.55 |  127    0 |    0.21     0.04    -0.21    19.06
 O  1.58e+07    82.33 |    0.70     1.42 |  127    0 |    0.19     0.09    -0.20    19.36
 O  1.59e+07    82.33 |   16.20    67.41 |  121   15 |    0.14     0.09    -0.16     1.03
 O  1.59e+07    82.33 |   16.20    67.42 |  125    8 |    0.22    -0.01    -0.17    28.97
 O  1.59e+07    82.33 |   31.55    92.16 |  125    7 |    0.13    -0.06    -0.13    10.00
 O  1.59e+07    82.33 |    0.20     0.60 |  125    8 |    0.15     0.08    -0.16    19.45
 O  1.59e+07    82.33 |    1.15     1.80 |  127    1 |    0.15    -0.06    -0.13    10.36
 O  1.59e+07    82.33 |   15.85    66.58 |  124   11 |    0.31    -0.00    -0.22    47.48
 O  1.59e+07    82.33 |   46.15   109.30 |  120   19 |    0.14    -0.02    -0.19     9.91
 O  1.59e+07    82.33 |   15.80    66.81 |  124   15 |    0.14     0.06    -0.17    10.31
 O  1.60e+07    82.33 |   30.95    91.52 |  126    4 |    0.17    -0.02    -0.15    10.75
 O  1.60e+07    82.33 |   46.50   109.02 |  118   21 |    0.13    -0.01    -0.16    19.06
 O  1.60e+07    82.33 |   16.20    66.50 |  126    4 |    0.25    -0.18    -0.17    28.82
 O  1.60e+07    82.33 |    1.15     1.62 |  126    6 |    0.27     0.02    -0.18    29.21
 O  1.60e+07    82.33 |   31.40    91.88 |  116   27 |    0.24    -0.05    -0.20    45.50
 O  1.60e+07    82.33 |   31.30    91.74 |  124   12 |    0.19     0.03    -0.22    28.88
 O  1.60e+07    82.33 |   31.75    92.10 |  120   19 |    0.27     0.08    -0.19    28.27
 O  1.60e+07    82.33 |    1.10     1.70 |  127    0 |    0.17     0.02    -0.11    28.55
 O  1.61e+07    82.33 |    1.30     1.65 |  127    0 |    0.24    -0.02    -0.13    28.26
 O  1.61e+07    82.33 |    0.35     0.96 |  127    0 |    0.18    -0.04    -0.25    10.31
 O  1.61e+07    82.33 |   30.80    91.74 |  124   13 |    0.09     0.04    -0.17     9.88
 O  1.61e+07    82.33 |    0.45     1.20 |  126    3 |    0.11    -0.14    -0.15     9.94
 O  1.61e+07    82.33 |   15.50    66.65 |  126    3 |    0.18    -0.08    -0.26    19.33
 O  1.61e+07    82.33 |   30.80    91.90 |  126    6 |    0.15    -0.04    -0.21     1.00
 O  1.61e+07    82.33 |   15.90    67.48 |  123   17 |    0.24     0.07    -0.20    29.81
 O  1.61e+07    82.33 |   46.75   109.48 |  121   22 |    0.10     0.04    -0.16     9.94
 O  1.62e+07    82.33 |    0.55     1.24 |  127    0 |    0.13    -0.04    -0.23    10.78
 O  1.62e+07    82.33 |   61.90   122.68 |  121   12 |    0.24    -0.03    -0.23    27.53
 O  1.62e+07    82.33 |   16.30    66.48 |  122   16 |    0.17    -0.05    -0.18    19.48
 O  1.62e+07    82.33 |   16.55    66.43 |  126    6 |    0.09    -0.04    -0.13    10.12
 O  1.62e+07    82.33 |   15.55    66.64 |  123   14 |    0.21     0.00    -0.25    19.33
 O  1.62e+07    82.33 |   31.35    91.56 |  124   10 |    0.24     0.06    -0.13    28.88
 O  1.62e+07    82.33 |   31.85    91.24 |  121   14 |    0.22    -0.02    -0.14    37.55
 O  1.62e+07    82.33 |   31.25    92.42 |  126    6 |    0.21     0.07    -0.12    19.36
 O  1.62e+07    82.33 |   46.85   108.88 |  121   13 |    0.11     0.09    -0.15     1.06
 O  1.63e+07    82.33 |    1.05     1.60 |  127    0 |    0.18     0.14    -0.16    20.28
 O  1.63e+07    82.33 |   46.15   109.16 |  124   11 |    0.13     0.00    -0.22    10.16
 O  1.63e+07    82.33 |    0.20     0.60 |  123   18 |    0.24    -0.19    -0.09    28.42
 O  1.63e+07    82.33 |   16.20    66.51 |  123   12 |    0.28    -0.00    -0.18    46.91
 O  1.63e+07    82.33 |   15.90    66.56 |  122   20 |    0.24     0.06    -0.19    19.24
 O  1.63e+07    82.33 |   46.25   108.98 |  122   16 |    0.30     0.06    -0.14    38.09
 O  1.63e+07    82.33 |   31.35    91.72 |  120   19 |    0.30     0.06    -0.12    46.82
 O  1.63e+07    82.33 |   31.05    91.66 |  123   18 |    0.27    -0.00    -0.16    36.94
 O  1.64e+07    82.33 |   16.00    66.54 |  127    1 |    0.16    -0.04    -0.23    19.21
 O  1.64e+07    82.33 |   15.70    66.84 |  120   19 |    0.09     0.04    -0.15     9.88
 O  1.64e+07    82.33 |   62.10   122.08 |  117   20 |    0.15     0.02    -0.14    18.97
 O  1.64e+07    82.33 |   31.80    92.08 |  119   22 |    0.28     0.00    -0.27    28.48
 O  1.64e+07    82.33 |   31.15    91.63 |  120   17 |    0.27    -0.01    -0.20    47.09
 O  1.64e+07    82.33 |   15.55    66.64 |  124   12 |    0.15    -0.15    -0.24    18.82
 O  1.64e+07    82.33 |   15.80    66.58 |  126    4 |    0.27     0.03    -0.15    28.73
 O  1.64e+07    82.33 |   16.20    67.42 |  125    7 |    0.13     0.02    -0.13     1.03
 O  1.65e+07    82.33 |   31.30    91.91 |  120   19 |    0.21    -0.01    -0.20    28.67
 O  1.65e+07    82.33 |   46.65   109.52 |  124    8 |    0.30    -0.09    -0.11    55.26
 O  1.65e+07    82.33 |    1.00     1.79 |  124   15 |    0.28     0.05    -0.26    28.61
 O  1.65e+07    82.33 |    1.20     1.91 |  127    0 |    0.14     0.05    -0.19     9.70
 O  1.65e+07    82.33 |   31.55    92.82 |  119   20 |    0.17     0.00    -0.18     1.56
 O  1.65e+07    82.33 |    0.60     1.24 |  127    0 |    0.14     0.01    -0.19    10.62
 O  1.65e+07    82.33 |    1.30     1.98 |  125    9 |    0.21     0.11    -0.18    19.61
 O  1.65e+07    82.33 |   46.30   109.66 |  124    9 |    0.31    -0.04    -0.19    28.61
 O  1.66e+07    82.33 |    1.05     1.80 |  124   12 |    0.11    -0.07    -0.19     0.66
 O  1.66e+07    82.33 |   16.70    67.31 |  125   10 |    0.20    -0.15    -0.15    19.42
 O  1.66e+07    82.33 |   31.15    91.79 |  119   25 |    0.24     0.02    -0.15    19.00
 O  1.66e+07    82.33 |   31.10    92.14 |  125    6 |    0.17     0.07    -0.20    19.36
 O  1.66e+07    82.33 |   46.40   108.92 |  121   17 |    0.15     0.09    -0.14    10.22
 O  1.66e+07    82.33 |   15.60    66.86 |  121   18 |    0.26     0.05    -0.24    27.53
 O  1.66e+07    82.33 |   46.40   108.92 |  118   21 |    0.14    -0.03    -0.27    18.88
 O  1.66e+07    82.33 |    1.10     1.79 |  125    7 |    0.16    -0.09    -0.13     9.85
 O  1.67e+07    82.33 |   31.30    91.74 |  122   15 |    0.14    -0.02    -0.20    10.53
 O  1.67e+07    82.33 |   15.80    66.58 |  126    3 |    0.17     0.09    -0.17    10.16
 O  1.67e+07    82.33 |   31.15    91.62 |  122   16 |    0.14    -0.04    -0.16    10.06
 O  1.67e+07    82.33 |   46.35   109.08 |  119   20 |    0.23     0.06    -0.21    29.53
 O  1.67e+07    82.33 |   15.85    66.58 |  123   18 |    0.22     0.02    -0.16    19.61
 O  1.67e+07    82.33 |   46.45   109.04 |  118   20 |    0.19    -0.10    -0.14    19.48
 O  1.67e+07    82.33 |    0.55     0.86 |  125   10 |    0.17    -0.13    -0.16    18.85
 O  1.67e+07    82.33 |   46.10   109.46 |  118   18 |    0.12    -0.17    -0.20     0.59
 O  1.68e+07    82.33 |    0.90     1.45 |  123   13 |    0.28    -0.08    -0.13    37.55
 O  1.68e+07    82.33 |   15.80    66.59 |  126    4 |    0.20    -0.02    -0.19    28.88
 O  1.68e+07    82.33 |   46.65   109.52 |  121   16 |    0.27    -0.03    -0.16    28.61
 O  1.68e+07    82.33 |   47.10   109.05 |  117   22 |    0.14    -0.06    -0.15    19.09
 O  1.68e+07    82.33 |   46.85   108.74 |  124   12 |    0.31     0.02    -0.18    38.75
 O  1.68e+07    82.33 |    0.85     1.46 |  127    0 |    0.12     0.03    -0.18    10.09
 O  1.68e+07    82.33 |   15.80    67.50 |  124   10 |    0.11    -0.01    -0.16    10.12
 O  1.68e+07    82.33 |   16.05    66.76 |  123   14 |    0.26     0.07    -0.15    28.48
 O  1.69e+07    82.33 |    0.65     1.39 |  124   15 |    0.13     0.10    -0.20    19.48
 O  1.69e+07    82.33 |   16.10    66.52 |  126    3 |    0.11    -0.12    -0.13     0.91
 O  1.69e+07    82.33 |   16.40    66.47 |  124   12 |    0.17    -0.00    -0.16    19.12
 O  1.69e+07    82.33 |    0.45     0.80 |  127    0 |    0.24    -0.04    -0.17    29.56
 O  1.69e+07    82.33 |   16.20    66.51 |  125   10 |    0.11    -0.10    -0.17     9.94
 O  1.69e+07    82.33 |   31.40    91.54 |  125    8 |    0.08     0.07    -0.18     0.59
 O  1.69e+07    82.33 |   30.90    91.70 |  124    8 |    0.18    -0.01    -0.19    10.59
 O  1.69e+07    82.33 |   16.35    66.70 |  124    9 |    0.18    -0.12    -0.15    20.34
 O  1.69e+07    82.33 |   16.25    66.50 |  125    8 |    0.26     0.08    -0.15    38.15
 O  1.70e+07    82.33 |   15.85    66.57 |  123   12 |    0.25     0.01    -0.18    37.35
 O  1.70e+07    82.33 |   46.55   109.13 |  119   19 |    0.16    -0.02    -0.24    19.42
 O  1.70e+07    82.33 |   61.90   122.31 |  121   13 |    0.22    -0.04    -0.15    35.66
 O  1.70e+07    82.33 |   46.85   109.02 |  124    8 |    0.29     0.05    -0.14    37.30
